project_id,project_url,issue_iid,issue_id,title,state,created_at,updated_at,closed_at,labels,milestone_title,milestone_id,assignees,weight,time_estimate,total_time_spent,has_related_mrs,web_url
1148549,https://gitlab.com/gitlab-com/runbooks,189,178443405,mcp server is missing in the services catalog list,closed,2025-12-09T15:48:52.989Z,2026-01-15T06:26:07.411Z,2026-01-14T22:46:22.276Z,"Category:MCP Server, devops::ai-powered, group::ai framework, infradev, section::ai, severity::3, type::maintenance, workflow::ready for development",18.9,5975345.0,nateweinshenker,1.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/189
1148549,https://gitlab.com/gitlab-com/runbooks,191,179840954,Add a visualization to show the zoekt_repositories distributed by schema_version,closed,2026-01-07T13:06:17.164Z,2026-01-10T10:39:16.199Z,2026-01-09T10:36:21.055Z,"Service::Zoekt, devops::ai-powered, group::global search, section::ai, type::maintenance",18.8,5975344.0,rkumar555,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/191
1148549,https://gitlab.com/gitlab-com/runbooks,190,179404207,Failed to test a dashboard under `customersdot` directory,closed,2025-12-29T11:14:02.384Z,2026-01-05T15:27:59.277Z,2026-01-05T15:27:54.586Z,"automation:ml, bug::functional, devops::fulfillment, group::fulfillment platform, section::fulfillment, type::bug",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/190
1148549,https://gitlab.com/gitlab-com/runbooks,184,173534285,Add Automatic Retry of a Failed Job,closed,2025-09-16T15:42:52.300Z,2025-12-10T13:12:33.152Z,2025-12-10T13:12:32.803Z,"automation:ml, backend, devops::verify, documentation, group::pipeline authoring, section::ci, type::feature",18.8,5975344.0,lauraXD,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/184
1148549,https://gitlab.com/gitlab-com/runbooks,188,178421766,The automated release is failing 🚨,opened,2025-12-09T09:15:12.447Z,2025-12-09T09:15:12.447Z,,semantic-release,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/188
1148549,https://gitlab.com/gitlab-com/runbooks,134,132171128,Move off asdf and fully adopt mise,opened,2023-08-14T16:01:00.780Z,2025-12-01T02:38:10.856Z,,"automation:ml, maintenance::dependency, type::maintenance",,,andrewn,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/134
1148549,https://gitlab.com/gitlab-com/runbooks,186,174252823,Comprehensive guide on adding a new service,opened,2025-10-02T07:51:21.870Z,2025-10-16T19:06:00.447Z,,"automation:ml, documentation, feature::addition, type::feature",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/186
1148549,https://gitlab.com/gitlab-com/runbooks,185,173981321,Add two new maintainers,closed,2025-09-26T00:39:17.488Z,2025-10-08T22:51:23.034Z,2025-10-08T22:51:23.021Z,,,,ktchernov,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/185
1148549,https://gitlab.com/gitlab-com/runbooks,101,119970447,Container Registry: create webhook notifications component,closed,2022-12-06T22:10:25.135Z,2025-10-06T11:07:53.020Z,2025-10-06T11:07:52.762Z,"Deliverable, devops::package, group::container registry, section::ci, type::maintenance, workflow::in review",18.5,5975341.0,vespian_gl,1.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/101
1148549,https://gitlab.com/gitlab-com/runbooks,181,170999726,Process for retrieving and analyzing archived runner logs,opened,2025-07-23T14:43:02.453Z,2025-10-02T12:15:32.287Z,,"Category:Hosted Runners, devops::production_engineering, group::Runners Platform, section::production engineering",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/181
1148549,https://gitlab.com/gitlab-com/runbooks,107,122152351,Container Registry: create new alerts for the notification component,closed,2023-01-20T00:24:04.161Z,2025-09-29T11:35:39.344Z,2025-09-29T11:35:39.164Z,"Deliverable, devops::package, group::container registry, section::ci, type::maintenance, workflow::in review",18.5,5975341.0,vespian_gl,2.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/107
1148549,https://gitlab.com/gitlab-com/runbooks,166,152240094,"Follow-up from ""Add GitLab Duo runbook"": AI vendor limits",opened,2024-08-29T07:49:08.343Z,2025-08-22T16:26:33.410Z,,"devops::ai-powered, group::ai framework, section::ai, type::maintenance, workflow::ready for development",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/166
1148549,https://gitlab.com/gitlab-com/runbooks,169,157460282,[Corrective Action] Document provider failover strategy for Anthropic-on-Vertex to Anthropic.,opened,2024-11-18T10:19:36.831Z,2025-08-22T16:26:21.497Z,,"Category:Incident Management, devops::ai-powered, documentation, group::ai framework, section::ai, type::feature",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/169
1148549,https://gitlab.com/gitlab-com/runbooks,179,170293897,Move patroni-registry CPU saturation to separate alert,opened,2025-07-10T20:48:23.771Z,2025-08-20T16:13:04.707Z,,"devops::data_access, group::database frameworks, section::tenant scale, type::maintenance",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/179
1148549,https://gitlab.com/gitlab-com/runbooks,4,3649861,GitLab registry image for builds,closed,2016-12-02T09:01:40.932Z,2025-08-04T11:14:25.223Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/4
1148549,https://gitlab.com/gitlab-com/runbooks,3,3439100,Remove /alerts folder and merge it back into the rest of the runbooks,closed,2016-11-08T09:27:34.651Z,2025-08-04T11:14:25.130Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/3
1148549,https://gitlab.com/gitlab-com/runbooks,182,171277583,Relative links broken in runbooks.gitlab.com,closed,2025-07-29T21:58:08.957Z,2025-08-04T01:42:32.684Z,2025-07-31T15:27:22.380Z,,,,igorwwwwwwwwwwwwwwwwwwww,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/182
1148549,https://gitlab.com/gitlab-com/runbooks,106,122152235,Improve notifications metrics dashboard,closed,2023-01-20T00:13:59.485Z,2025-07-30T16:14:01.911Z,2025-07-30T16:14:01.629Z,"Observability, devops::package, group::container registry, section::ci, type::maintenance",18.3,5975339.0,vespian_gl,2.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/106
1148549,https://gitlab.com/gitlab-com/runbooks,124,126310942,Fix notification events delivered stat panel,closed,2023-04-06T01:23:37.737Z,2025-07-30T16:11:53.148Z,2025-07-30T16:11:52.855Z,"devops::package, group::container registry, section::ci, type::maintenance",18.3,5975339.0,vespian_gl,1.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/124
1148549,https://gitlab.com/gitlab-com/runbooks,180,170901773,Extend NoMethodError watch for nil objects,opened,2021-12-02T00:30:32.367Z,2025-07-21T20:48:09.256Z,,"backend, maintenance::refactor, type::maintenance",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/180
1148549,https://gitlab.com/gitlab-com/runbooks,175,163619450,cccccbtglteckdcftgtitfrudgrfchcdtihggvugilhr,closed,2025-03-06T19:34:21.417Z,2025-07-10T20:54:31.687Z,2025-07-10T20:54:31.304Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/175
1148549,https://gitlab.com/gitlab-com/runbooks,164,152176595,False positive workhorse apdex alerts,closed,2024-08-28T02:04:47.408Z,2025-07-08T22:09:04.319Z,2025-07-08T22:04:51.146Z,"devops::gitlab dedicated, group::environment automation",,,ktchernov,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/164
1148549,https://gitlab.com/gitlab-com/runbooks,177,167117612,Adjust the Workhorse monitoring/alerts to exclude requests flagged with `fetched_external_url`,closed,2025-05-09T07:20:02.571Z,2025-06-19T10:32:41.004Z,2025-06-19T10:28:49.201Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/177
1148549,https://gitlab.com/gitlab-com/runbooks,178,168346169,Reference architecture config not generatable,opened,2025-06-03T13:53:17.729Z,2025-06-03T13:59:03.785Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/178
1148549,https://gitlab.com/gitlab-com/runbooks,172,160777678,Update outdated links in ci-apdex-violating-slo.md,closed,2025-01-18T21:27:49.422Z,2025-04-23T18:46:40.701Z,2025-04-23T18:46:40.699Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/172
1148549,https://gitlab.com/gitlab-com/runbooks,176,164493703,Update runbooks and dashboards to include patroni-sec,opened,2025-03-20T23:38:27.854Z,2025-04-10T16:00:45.125Z,,,,,jjsisson,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/176
1148549,https://gitlab.com/gitlab-com/runbooks,139,133297678,Refactoring rails controller dashboard to facilitate adding new webservice deployments,closed,2023-09-06T12:10:28.168Z,2025-02-25T06:34:20.876Z,2025-02-25T06:34:20.580Z,,,,schin1,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/139
1148549,https://gitlab.com/gitlab-com/runbooks,173,161746127,Migrate Workhorse route matchers to use route_id instead of route,opened,2025-02-04T19:45:43.003Z,2025-02-19T15:35:10.210Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/173
1148549,https://gitlab.com/gitlab-com/runbooks,174,161763744,"Zsh: error ""You're running bash < v4.0.0""",closed,2025-02-05T06:03:44.914Z,2025-02-05T13:45:42.692Z,2025-02-05T13:45:42.681Z,"maintenance::workflow, type::maintenance",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/174
1148549,https://gitlab.com/gitlab-com/runbooks,170,158216993,Not able to generate the GRAFANA_API_TOKEN,closed,2024-12-02T08:49:04.761Z,2025-02-05T02:41:13.059Z,2025-02-04T12:17:25.248Z,,,,lulalala,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/170
1148549,https://gitlab.com/gitlab-com/runbooks,165,152182068,Consider adding Cloud Connector as a service,opened,2024-08-28T06:42:54.141Z,2025-01-30T12:18:29.536Z,,"devops::systems, group::cloud connector, section::core platform [DEPRECATED], type::maintenance",Next 1-3 releases,1235295.0,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/165
1148549,https://gitlab.com/gitlab-com/runbooks,155,146658111,Grafana Graph plugin is deprecated and will be removed from Grafana within the next 12 months,closed,2024-05-16T10:10:07.697Z,2025-01-22T02:56:47.288Z,2025-01-17T01:21:32.776Z,,,,tmillhouse,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/155
1148549,https://gitlab.com/gitlab-com/runbooks,171,159101590,Tune GET-Hybrid GraphQL alerts,closed,2024-12-18T03:09:21.985Z,2024-12-18T17:10:02.762Z,2024-12-18T17:10:02.725Z,type::maintenance,,,ktchernov,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/171
1148549,https://gitlab.com/gitlab-com/runbooks,168,156826982,Add Update Vault MR comment,opened,2024-11-05T04:46:37.626Z,2024-11-05T04:47:25.748Z,,"devops::platforms, group::Observability, group::scalability, section::platforms, type::feature",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/168
1148549,https://gitlab.com/gitlab-com/runbooks,153,146501997,Use confidence interval / margin-of-error to reduce low RPS SLI alerts,opened,2024-05-13T13:11:12.724Z,2024-10-18T12:42:08.891Z,,,,,andrewn,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/153
1148549,https://gitlab.com/gitlab-com/runbooks,167,152884784,Runbook entry for avoid_exposing_member_is_using_seat,closed,2024-09-10T09:24:57.547Z,2024-09-16T14:53:56.293Z,2024-09-16T14:53:50.161Z,"devops::fulfillment, documentation, group::utilization, maintenance::workflow, section::fulfillment, type::maintenance, workflow::complete",17.5,4609576.0,,1.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/167
1148549,https://gitlab.com/gitlab-com/runbooks,163,152137256,scripts/generate-docs does not produce consistent results,opened,2024-08-27T14:48:55.937Z,2024-08-28T08:28:32.857Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/163
1148549,https://gitlab.com/gitlab-com/runbooks,141,136383499,Refactor monitoringThresholds and nodeLevelMonitoring to monitoring object in metrics catalog,opened,2023-10-12T07:42:18.673Z,2024-08-26T15:51:07.042Z,,"group::Observability, group::scalability",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/141
1148549,https://gitlab.com/gitlab-com/runbooks,162,151185248,fix: False positive Apdex alerts when downloading large container registry blobs,closed,2024-08-08T04:18:20.981Z,2024-08-08T13:08:39.727Z,2024-08-08T13:07:03.944Z,,,,ktchernov,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/162
1148549,https://gitlab.com/gitlab-com/runbooks,161,150790045,Nested jsonnet validators,opened,2024-08-01T16:23:50.797Z,2024-08-02T09:08:25.582Z,,"feature::addition, type::feature",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/161
1148549,https://gitlab.com/gitlab-com/runbooks,157,147775647,Improve documentation for jsonnet service definition,opened,2024-06-13T14:58:34.003Z,2024-08-01T18:26:53.478Z,,"maintenance::refactor, type::maintenance",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/157
1148549,https://gitlab.com/gitlab-com/runbooks,160,150196748,Split Git HTTPS traffic out of workhorse SLI in reference architecture metrics-catalog,closed,2024-07-22T12:33:43.402Z,2024-07-23T04:45:54.999Z,2024-07-23T01:52:05.970Z,,,,andrewn,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/160
1148549,https://gitlab.com/gitlab-com/runbooks,156,147486249,Add legacy-prometheus-rules-jsonnet/ directory changes as a warning to Dangerfile,closed,2024-06-06T02:09:32.557Z,2024-07-17T14:46:23.099Z,2024-07-16T10:41:21.631Z,"group::Observability, group::scalability",,,tmillhouse,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/156
1148549,https://gitlab.com/gitlab-com/runbooks,154,146657936,Break the metrics-catalog down into a multi-stage build process,opened,2024-05-16T10:04:56.491Z,2024-06-27T23:48:33.721Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/154
1148549,https://gitlab.com/gitlab-com/runbooks,159,147960710,All errors: A new type of error SLI,closed,2024-06-18T15:52:12.038Z,2024-06-26T08:59:13.597Z,2024-06-26T08:59:13.405Z,"group::Observability, group::scalability",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/159
1148549,https://gitlab.com/gitlab-com/runbooks,158,147944901,Remove env from mimir-rules path format,closed,2024-06-18T09:21:58.867Z,2024-06-18T09:23:04.265Z,2024-06-18T09:23:04.114Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/158
1148549,https://gitlab.com/gitlab-com/runbooks,152,145765948,glgo service maturity's `All components include an apdex` failing,closed,2024-05-06T09:24:21.924Z,2024-05-17T03:22:16.516Z,2024-05-17T03:22:16.492Z,,,,schin1,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/152
1148549,https://gitlab.com/gitlab-com/runbooks,151,142917107,Use prometheus_fastapi_instrumentator to measure time to first chunk,opened,2024-03-04T13:26:08.254Z,2024-04-26T02:24:21.358Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/151
1148549,https://gitlab.com/gitlab-com/runbooks,142,138389523,Patroni cause alerts for all patroni services,closed,2023-11-20T08:00:17.421Z,2024-04-14T23:44:12.225Z,2024-01-04T21:52:05.075Z,patroni,,,"rhenchen.gitlab, rmar1",,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/142
1148549,https://gitlab.com/gitlab-com/runbooks,2,2816570,Concatenate information postgresql gathering into single bash script,closed,2016-08-23T10:02:44.631Z,2024-04-04T17:42:42.984Z,2019-07-09T18:21:44.576Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/2
1148549,https://gitlab.com/gitlab-com/runbooks,67,94977199,Link to CI Runner's K8S workloads project from the monitoring documentation,closed,2021-10-06T16:40:37.032Z,2024-03-28T20:51:57.923Z,2021-10-07T15:58:29.955Z,"Engineering Allocation, devops::verify, group::runner core, section::ci",,,tmaczukin,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/67
1148549,https://gitlab.com/gitlab-com/runbooks,150,142674509,scripts/generate-reference-architecture-config.sh cache not working as expected,closed,2024-02-27T05:30:56.912Z,2024-02-28T08:41:03.146Z,2024-02-28T08:41:03.136Z,,,,igorwwwwwwwwwwwwwwwwwwww,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/150
1148549,https://gitlab.com/gitlab-com/runbooks,131,129614352,Update yubikey documentation with how to renew expired GPG keys.,closed,2023-06-21T16:38:24.210Z,2024-02-16T16:15:41.335Z,2024-02-16T16:15:41.319Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/131
1148549,https://gitlab.com/gitlab-com/runbooks,146,140835464,Expose metrics and selectors needed for custom rate query metrics,closed,2024-01-15T11:32:55.091Z,2024-02-16T12:14:35.102Z,2024-02-16T12:14:34.931Z,"group::Observability, group::scalability",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/146
1148549,https://gitlab.com/gitlab-com/runbooks,149,141770951,jsonnet cache invalidation misses selectively generated files,closed,2024-02-05T15:05:59.767Z,2024-02-06T12:35:09.407Z,2024-02-06T12:34:03.639Z,"bug, group::Observability, group::scalability",,,abrandl,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/149
1148549,https://gitlab.com/gitlab-com/runbooks,148,141678595,Allow generating extra recording rules from saturation points,closed,2024-02-02T13:38:46.670Z,2024-02-02T13:39:49.962Z,2024-02-02T13:39:49.639Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/148
1148549,https://gitlab.com/gitlab-com/runbooks,147,141555980,Limit the number of rules per rule group in Mimir,closed,2024-01-31T15:02:49.282Z,2024-01-31T15:03:24.940Z,2024-01-31T15:03:24.511Z,"group::Observability, group::scalability",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/147
1148549,https://gitlab.com/gitlab-com/runbooks,145,140248375,hfdth,closed,2023-12-30T19:54:27.790Z,2024-01-29T14:01:18.972Z,2024-01-29T14:01:18.946Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/145
1148549,https://gitlab.com/gitlab-com/runbooks,111,125613632,Introduce jsonnet-lint,opened,2023-03-22T07:21:25.051Z,2024-01-22T13:03:27.377Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/111
1148549,https://gitlab.com/gitlab-com/runbooks,143,139464220,Add a saturation metric for Anthropic quota,closed,2023-12-11T03:03:26.661Z,2023-12-22T15:59:29.358Z,2023-12-22T15:59:29.348Z,group::scalability,,,reprazent,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/143
1148549,https://gitlab.com/gitlab-com/runbooks,144,140088573,Define a new filter/selector for patroni-cause-alerts.libsonnet,closed,2023-12-22T10:13:17.321Z,2023-12-22T11:05:20.530Z,2023-12-22T11:05:20.514Z,,,,rhenchen.gitlab,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/144
1148549,https://gitlab.com/gitlab-com/runbooks,1,2294421,Add manual commands to disable auto-vacuum in postgresql,closed,2016-05-24T14:50:23.684Z,2023-11-24T20:14:51.298Z,,,,,jnijhof,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/1
1148549,https://gitlab.com/gitlab-com/runbooks,38,31856752,Create a runbook for updating package repo signing keys used by Packagecloud,closed,2020-03-11T07:19:06.109Z,2023-10-27T04:00:34.269Z,2023-10-27T04:00:34.080Z,,,,gsgl,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/38
1148549,https://gitlab.com/gitlab-com/runbooks,129,128928796,Update sidekiq deferring-jobs doc to include Db health check based deferral,closed,2023-06-05T21:55:09.521Z,2023-09-18T18:08:59.009Z,2023-09-15T06:27:45.234Z,"Database, group::database [DEPRECATED], maintenance::scalability, type::maintenance, workflow::in dev",16.4,2969713.0,praba.m7n,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/129
1148549,https://gitlab.com/gitlab-com/runbooks,133,131973276,Introduce Runbook docs for the AI Gateway service,closed,2023-08-09T09:46:06.608Z,2023-09-12T15:46:53.400Z,2023-09-11T20:32:42.305Z,"group::scalability, team::Frameworks (deprecated)",,,alejandro,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/133
1148549,https://gitlab.com/gitlab-com/runbooks,136,133047634,Update Redis survival guide to better represent the Redis landscape in Gitlab SaaS,closed,2023-08-31T09:56:07.018Z,2023-09-05T11:57:56.917Z,2023-09-05T11:57:56.874Z,,,,schin1,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/136
1148549,https://gitlab.com/gitlab-com/runbooks,137,133102163,"Generate actual saturation query in manifest, not in Tamland",closed,2023-09-01T11:33:00.798Z,2023-09-04T13:35:42.297Z,2023-09-04T13:35:42.139Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/137
1148549,https://gitlab.com/gitlab-com/runbooks,138,133121800,pg_int4_sequence_saturation metrics return NaN in gitlab-exporter,opened,2023-09-01T16:59:06.953Z,2023-09-01T16:59:36.567Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/138
1148549,https://gitlab.com/gitlab-com/runbooks,135,132223420,Add saturation monitor override functionality to reference architecture options,closed,2023-08-15T14:21:29.848Z,2023-08-21T14:09:43.193Z,2023-08-21T14:09:43.178Z,,,,amknight,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/135
1148549,https://gitlab.com/gitlab-com/runbooks,132,131669696,"Saturation monitoring framework should support ""medium-term"" linear-interpolation alerting for imminent saturation",closed,2023-08-03T07:46:50.038Z,2023-08-04T07:34:42.632Z,2023-08-04T07:34:42.473Z,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/132
1148549,https://gitlab.com/gitlab-com/runbooks,127,127976310,Update get-monitoring-setup.md doc with updated reference to the 3k architecture for staging-ref,closed,2023-05-15T03:09:02.649Z,2023-06-13T15:34:20.224Z,2023-06-07T11:23:18.967Z,Department::Quality,,,vishal.s.patel,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/127
1148549,https://gitlab.com/gitlab-com/runbooks,128,128100807,Persist test dashboards used for PG14 upgrade,closed,2023-05-17T10:58:04.297Z,2023-06-09T08:34:31.863Z,2023-06-09T08:34:31.853Z,,,,"NikolayS, anganga",,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/128
1148549,https://gitlab.com/gitlab-com/runbooks,130,129037586,Allow reusing component SLI definitions across services,opened,2023-06-07T16:55:23.255Z,2023-06-08T10:58:10.781Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/130
1148549,https://gitlab.com/gitlab-com/runbooks,126,127164586,Move scripts from docs/uncategorized directory to scripts directory,closed,2023-04-25T16:05:56.854Z,2023-04-28T15:36:07.976Z,2023-04-28T15:36:07.962Z,type::maintenance,,,nnelson,1.0,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/126
1148549,https://gitlab.com/gitlab-com/runbooks,125,126660652,Accommodate further service types within core libraries for maximum reusability,opened,2023-04-14T08:15:18.899Z,2023-04-14T08:16:47.201Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/125
1148549,https://gitlab.com/gitlab-com/runbooks,118,126225067,Filenames starting with aux can not be git cloned to Windows machines,opened,2023-04-04T13:40:00.129Z,2023-04-04T13:40:00.129Z,,,,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/118
1148549,https://gitlab.com/gitlab-com/runbooks,117,125839847,monitoring-cluster: Elasticsearch watchers need update for es8,closed,2023-03-27T15:05:16.441Z,2023-03-28T23:23:45.269Z,2023-03-28T23:23:44.970Z,"maintenance::refactor, type::maintenance",,,,,0,0,,https://gitlab.com/gitlab-com/runbooks/-/work_items/117
